original_text,cleaned_text,without_stopwords,sentiment
<START> mighty like a <UNK> is one of many short films director leo <UNK> did starring <UNK> chase what a dandy it is charlie and his wife both <UNK> plastic surgery to improve their hideous appearances <UNK> <UNK> to each other they then meet at a party and become smitten with each other now they can't allow each other to find out they're cheating that's the preposterous premise of this frantic farce <UNK> <UNK> one of the few comic short leads to have a <UNK> career long after the <UNK> is perfect as long of nose wife <UNK> has an awful case of buck teeth which are quickly <UNK> at the <UNK> after a party is <UNK> by police for no other reason then to practice <UNK> <UNK> and his wife <UNK> try avoiding each other at home for fear the <UNK> in appearances become known both have been photographed with their new features at the party the hilarity back home <UNK> in <UNK> trying to teach the no good nick cheating with his wife a lesson the no good nick of course is the new <UNK> which his wife comes to realize long before <UNK> teaches a lesson in <UNK> this is one of <UNK> <UNK> better efforts of 4 stars,mighty like a is one of many short films director leo did starring chase what a dandy it is charlie and his wife both plastic surgery to improve their hideous appearances to each other they then meet at a party and become smitten with each other now they can't allow each other to find out they're cheating that's the preposterous premise of this frantic farce one of the few comic short leads to have a career long after the is perfect as long of nose wife has an awful case of buck teeth which are quickly at the after a party is by police for no other reason then to practice and his wife try avoiding each other at home for fear the in appearances become known both have been photographed with their new features at the party the hilarity back home in trying to teach the no good nick cheating with his wife a lesson the no good nick of course is the new which his wife comes to realize long before teaches a lesson in this is one of better efforts of stars,mighty like one many short films director leo starring chase dandy charlie wife plastic surgery improve hideous appearances meet party become smitten can't allow find cheating that's preposterous premise frantic farce one comic short leads career long perfect long nose wife awful case buck teeth quickly party police reason practice wife try avoiding home fear appearances become known photographed new features party hilarity back home trying teach good nick cheating wife lesson good nick course new wife comes realize long teaches lesson one better efforts stars,1
<START> <UNK> of white and various <UNK> a beautiful nude random images that is what this little experimental short film is br br it's kind of interesting to think how in the early days of film such images could be transferred onto film but despite my love of a lot of surreal images and films and a fascination with the bizarre this film just didn't do it for me br br i'm not sorry i watched it but if there is any underlying meaning in it i don't get it visually it is not that outstanding in my humble opinion as an example of i suppose it would fit in quite well since it seems to reject any semblance of logic or reason though i would have preferred that it do it in a more visually interesting way br br but to each his own,of white and various a beautiful nude random images that is what this little experimental short film is br br it's kind of interesting to think how in the early days of film such images could be transferred onto film but despite my love of a lot of surreal images and films and a fascination with the bizarre this film just didn't do it for me br br i'm not sorry i watched it but if there is any underlying meaning in it i don't get it visually it is not that outstanding in my humble opinion as an example of i suppose it would fit in quite well since it seems to reject any semblance of logic or reason though i would have preferred that it do it in a more visually interesting way br br but to each his own,white various beautiful nude random images little experimental short film br br kind interesting think early days film images could transferred onto film despite love lot surreal images films fascination bizarre film br br sorry watched underlying meaning get visually outstanding humble opinion example suppose would fit quite well since seems reject semblance logic reason though would preferred visually interesting way br br,0
<START> chaplin is a in his final film of <UNK> a who can not seem to get the <UNK> down straight he spends time over there in world war one <UNK> several gags stand out <UNK> cheese as a <UNK> <UNK> for one the <UNK> quarters of the <UNK> in the <UNK> and when chaplin and his mates are washed out of their <UNK> by <UNK> are highlights chaplin ends up capturing several german soldiers single handed and he the german commander for <UNK> a cigarette when asked how he did it chaplin replies that he surrounded them chaplin hides behind enemy lines as a tree of all things and those scenes are very very funny he escapes to a bombed house where he meets up with a french girl played by <UNK> he's <UNK> down by german soldiers escapes from them again and is arrested for <UNK> him chaplin is able to pull a fast one by <UNK> a soldier and using the <UNK> uniform he ends up saving of course and capturing the <UNK> in the process along the way chaplin employs some sight gags and slapstick in turning back the german soldiers with this film chaplin explored the location possibilities in filming while maintaining the audience's attention for closer to feature length time something his contract with the mutual film corporation him the film also allowed him to poke fun at the enemy something he would again do to greater effect in the great dictator of 4 stars,chaplin is a in his final film of a who can not seem to get the down straight he spends time over there in world war one several gags stand out cheese as a for one the quarters of the in the and when chaplin and his mates are washed out of their by are highlights chaplin ends up capturing several german soldiers single handed and he the german commander for a cigarette when asked how he did it chaplin replies that he surrounded them chaplin hides behind enemy lines as a tree of all things and those scenes are very very funny he escapes to a bombed house where he meets up with a french girl played by he's down by german soldiers escapes from them again and is arrested for him chaplin is able to pull a fast one by a soldier and using the uniform he ends up saving of course and capturing the in the process along the way chaplin employs some sight gags and slapstick in turning back the german soldiers with this film chaplin explored the location possibilities in filming while maintaining the audience's attention for closer to feature length time something his contract with the mutual film corporation him the film also allowed him to poke fun at the enemy something he would again do to greater effect in the great dictator of stars,chaplin final film seem get straight spends time world war one several gags stand cheese one quarters chaplin mates washed highlights chaplin ends capturing several german soldiers single handed german commander cigarette asked chaplin replies surrounded chaplin hides behind enemy lines tree things scenes funny escapes bombed house meets french girl played german soldiers escapes arrested chaplin able pull fast one soldier using uniform ends saving course capturing process along way chaplin employs sight gags slapstick turning back german soldiers film chaplin explored location possibilities filming maintaining audience's attention closer feature length time something contract mutual film corporation film also allowed poke fun enemy something would greater effect great dictator stars,1
<START> the thumb idea isn't such a winner the second time round <UNK> wasn't as good as thumb wars for a number of reasons primarily i think mr <UNK> had far less to work with in the titanic send up unlike star wars the movie titanic hasn't yet become a cultural myth and there are far fewer references to be made which will <UNK> with the audience br br in <UNK> the holes are filled by one off jokes which don't really seem related to anything for example the hero's <UNK> that the heroine isn't clean during the jump off end of ship scene it's not funny rather you just think to yourself did i miss something in the original movie there were too many of these type of <UNK> jokes <UNK> <UNK> br br by contrast the send up of the smarmy <UNK> designer had meaning and was funny also very funny was the send up of the bloke in the movie who wanted to go faster as a maniac running around demanding everything be faster including the sinking of the ship and himself being the first to die these sort of jokes meant something in the titanic context and <UNK> meaningful humour to <UNK> br br the thumb media the faces and the voices are still amusing the props and sets and the cg animation are worthy of appreciation overall although <UNK> proves that <UNK> alone won't work this <UNK> still keeps you amused and <UNK> to the end,the thumb idea isn't such a winner the second time round wasn't as good as thumb wars for a number of reasons primarily i think mr had far less to work with in the titanic send up unlike star wars the movie titanic hasn't yet become a cultural myth and there are far fewer references to be made which will with the audience br br in the holes are filled by one off jokes which don't really seem related to anything for example the hero's that the heroine isn't clean during the jump off end of ship scene it's not funny rather you just think to yourself did i miss something in the original movie there were too many of these type of jokes br br by contrast the send up of the smarmy designer had meaning and was funny also very funny was the send up of the bloke in the movie who wanted to go faster as a maniac running around demanding everything be faster including the sinking of the ship and himself being the first to die these sort of jokes meant something in the titanic context and meaningful humour to br br the thumb media the faces and the voices are still amusing the props and sets and the cg animation are worthy of appreciation overall although proves that alone won't work this still keeps you amused and to the end,thumb idea winner second time round good thumb wars number reasons primarily think mr far less work titanic send unlike star wars movie titanic yet become cultural myth far fewer references made audience br br holes filled one jokes really seem related anything example hero's heroine clean jump end ship scene funny rather think miss something original movie many type jokes br br contrast send smarmy designer meaning funny also funny send bloke movie wanted go faster maniac running around demanding everything faster including sinking ship first die sort jokes meant something titanic context meaningful humour br br thumb media faces voices still amusing props sets cg animation worthy appreciation overall although proves alone work still keeps amused end,0
<START> although others have commented that this video is just an edited version of the two shows fire in space and living legend if you watch the original shows you'll find that dialogue from this video edition was edited out i found this video version much better because scenes and lines were added to it i would say if you want to see the show in its original version see the video versions on vhs they have more to offer the fan than the original episodes being offered on dvd now another good video is conquest for the earth which had more scenes from galactica 1980 than did the actual <UNK> themselves overall i rate this as a 10 because it gives you more to enjoy than what the networks wanted to show in the time <UNK> they gave the producers,although others have commented that this video is just an edited version of the two shows fire in space and living legend if you watch the original shows you'll find that dialogue from this video edition was edited out i found this video version much better because scenes and lines were added to it i would say if you want to see the show in its original version see the video versions on vhs they have more to offer the fan than the original episodes being offered on dvd now another good video is conquest for the earth which had more scenes from galactica than did the actual themselves overall i rate this as a because it gives you more to enjoy than what the networks wanted to show in the time they gave the producers,although others commented video edited version two shows fire space living legend watch original shows find dialogue video edition edited found video version much better scenes lines added would say want see show original version see video versions vhs offer fan original episodes offered dvd another good video conquest earth scenes galactica actual overall rate gives enjoy networks wanted show time gave producers,1
<START> the priest into profound love and suffering showed not the result of love but the process of love and salvation has high beauty of human or vampire http <UNK> co <UNK> diary br br and the love of femme fatale is not notorious but lovely in taking the responsible death as a vampire she did not keep falling deep into the paradise lost but decided to leave human alone fragile but lovely femme fatale this movie made me think about suffering between human and vampire that far beyond priest and salvation also i thought about love adam was not so responsible for <UNK> but this adam priest <UNK> and responsible to pick eve up from the paradise lost <UNK> world another <UNK> poem of adam eve paradise lost,the priest into profound love and suffering showed not the result of love but the process of love and salvation has high beauty of human or vampire http co diary br br and the love of femme fatale is not notorious but lovely in taking the responsible death as a vampire she did not keep falling deep into the paradise lost but decided to leave human alone fragile but lovely femme fatale this movie made me think about suffering between human and vampire that far beyond priest and salvation also i thought about love adam was not so responsible for but this adam priest and responsible to pick eve up from the paradise lost world another poem of adam eve paradise lost,priest profound love suffering showed result love process love salvation high beauty human vampire http co diary br br love femme fatale notorious lovely taking responsible death vampire keep falling deep paradise lost decided leave human alone fragile lovely femme fatale movie made think suffering human vampire far beyond priest salvation also thought love adam responsible adam priest responsible pick eve paradise lost world another poem adam eve paradise lost,1
<START> i'm a big fan of films where people get <UNK> and house of games is almost the <UNK> of the <UNK> where people get <UNK> genre in short it's an exceptional thriller that keeps you on the edge of your seat by providing interesting characters with many levels and never truly revealing what's happening while throwing in many twists and surprises to upset completely what you've just seen the film cons the audience on many occasions and despite us knowing this it's still difficult to guess where it's going and every twist comes off as a surprise as mentioned i'm a big fan of cons in movies and the plot of this one follows a female psychiatrist who receives a patient with a huge debt <UNK> to a fellow <UNK> she then goes to the <UNK> in an attempt to help out her patient and on the way gets drawn into the art of reading people in order to pull off a con br br house of games <UNK> a sleazy atmosphere throughout and david mamet does well in establishing his film's setting in the underground levels of the city the film is well acted also with all concerned bringing life and believability to their characters with the greatest of skill joe <UNK> stars as the con man at the heart of the film and although his performance is a little under <UNK> he's always solid and believable as the villain of the piece lindsay <UNK> stars alongside him as the psychiatrist <UNK> by his work and again is believable in her role she may not be the greatest <UNK> but at least she can act the way that the film <UNK> it's plot is the main star of the show however and you will no doubt be amazed on multiple occasions as to how the film constantly manages to <UNK> and <UNK> the viewer at times it's almost like we are in the thick of the action and being <UNK> by the con men in the film another thing that's great about this film is the way that it shows the audience how to pull off certain cons which is useful if you're interested in making twenty bucks say all in all house of games is a truly first rate thrill ride,i'm a big fan of films where people get and house of games is almost the of the where people get genre in short it's an exceptional thriller that keeps you on the edge of your seat by providing interesting characters with many levels and never truly revealing what's happening while throwing in many twists and surprises to upset completely what you've just seen the film cons the audience on many occasions and despite us knowing this it's still difficult to guess where it's going and every twist comes off as a surprise as mentioned i'm a big fan of cons in movies and the plot of this one follows a female psychiatrist who receives a patient with a huge debt to a fellow she then goes to the in an attempt to help out her patient and on the way gets drawn into the art of reading people in order to pull off a con br br house of games a sleazy atmosphere throughout and david mamet does well in establishing his film's setting in the underground levels of the city the film is well acted also with all concerned bringing life and believability to their characters with the greatest of skill joe stars as the con man at the heart of the film and although his performance is a little under he's always solid and believable as the villain of the piece lindsay stars alongside him as the psychiatrist by his work and again is believable in her role she may not be the greatest but at least she can act the way that the film it's plot is the main star of the show however and you will no doubt be amazed on multiple occasions as to how the film constantly manages to and the viewer at times it's almost like we are in the thick of the action and being by the con men in the film another thing that's great about this film is the way that it shows the audience how to pull off certain cons which is useful if you're interested in making twenty bucks say all in all house of games is a truly first rate thrill ride,big fan films people get house games almost people get genre short exceptional thriller keeps edge seat providing interesting characters many levels never truly revealing what's happening throwing many twists surprises upset completely seen film cons audience many occasions despite us knowing still difficult guess going every twist comes surprise mentioned big fan cons movies plot one follows female psychiatrist receives patient huge debt fellow goes attempt help patient way gets drawn art reading people order pull con br br house games sleazy atmosphere throughout david mamet well establishing film's setting underground levels city film well acted also concerned bringing life believability characters greatest skill joe stars con man heart film although performance little always solid believable villain piece lindsay stars alongside psychiatrist work believable role may greatest least act way film plot main star show however doubt amazed multiple occasions film constantly manages viewer times almost like thick action con men film another thing that's great film way shows audience pull certain cons useful interested making twenty bucks say house games truly first rate thrill ride,1
<START> i sometimes enjoy really lousy movies those that occasionally result when people even talented people get together with good intentions to produce a movie and for whatever reason it turns out to be a disaster movies like attack of the killer tomatoes plan 9 from outer space <UNK> hands of fate and heavens gate etc br br so when i heard that this movie <UNK> attic was considered by many people to be the single worst film of the decade naturally i just had to see it br br boy do i regret that decision this movie is beyond bad it is so bad that it is not even as enjoyable as the usual bad movie the acting filming script etc are even worse than a low budget porno film the sound is utterly horrible the plot is completely incomprehensible the acting is laughable it is a complete waste of everyone's time and money at least the porno film has porno to break up the <UNK> while this ridiculous nightmare has a guy <UNK> a rotten apple and a mad <UNK> tea party br br the lighting is non existent many scenes take place in semi or complete darkness which is probably just as well the writer director i use the terms loosely david <UNK> tries to get kinky with bondage scenes but the results would be laughable if they weren't so pathetic there is some nudity but it is of such abysmal quality that it actually acts as a sexual <UNK> i could go on forever and not do justice to all the flaws and shortcomings of this truly awful waste of film br br for the love of god avoid this train wreck i know that despite or perhaps because of my negative comments you may still be tempted to see if this piece of trash is really as bad as i claim it to be but trust me on this it's even worse than i have said and you will absolutely positively regret the experience and expense if you waste your money on a purchase or rental,i sometimes enjoy really lousy movies those that occasionally result when people even talented people get together with good intentions to produce a movie and for whatever reason it turns out to be a disaster movies like attack of the killer tomatoes plan from outer space hands of fate and heavens gate etc br br so when i heard that this movie attic was considered by many people to be the single worst film of the decade naturally i just had to see it br br boy do i regret that decision this movie is beyond bad it is so bad that it is not even as enjoyable as the usual bad movie the acting filming script etc are even worse than a low budget porno film the sound is utterly horrible the plot is completely incomprehensible the acting is laughable it is a complete waste of everyone's time and money at least the porno film has porno to break up the while this ridiculous nightmare has a guy a rotten apple and a mad tea party br br the lighting is non existent many scenes take place in semi or complete darkness which is probably just as well the writer director i use the terms loosely david tries to get kinky with bondage scenes but the results would be laughable if they weren't so pathetic there is some nudity but it is of such abysmal quality that it actually acts as a sexual i could go on forever and not do justice to all the flaws and shortcomings of this truly awful waste of film br br for the love of god avoid this train wreck i know that despite or perhaps because of my negative comments you may still be tempted to see if this piece of trash is really as bad as i claim it to be but trust me on this it's even worse than i have said and you will absolutely positively regret the experience and expense if you waste your money on a purchase or rental,sometimes enjoy really lousy movies occasionally result people even talented people get together good intentions produce movie whatever reason turns disaster movies like attack killer tomatoes plan outer space hands fate heavens gate etc br br heard movie attic considered many people single worst film decade naturally see br br boy regret decision movie beyond bad bad even enjoyable usual bad movie acting filming script etc even worse low budget porno film sound utterly horrible plot completely incomprehensible acting laughable complete waste everyone's time money least porno film porno break ridiculous nightmare guy rotten apple mad tea party br br lighting non existent many scenes take place semi complete darkness probably well writer director use terms loosely david tries get kinky bondage scenes results would laughable pathetic nudity abysmal quality actually acts sexual could go forever justice flaws shortcomings truly awful waste film br br love god avoid train wreck know despite perhaps negative comments may still tempted see piece trash really bad claim trust even worse said absolutely positively regret experience expense waste money purchase rental,0
<START> a very funny movie it was good to see jim carrey back in top form it was definitely worth the price of admission morgan freeman and jennifer aniston both played outstanding supporting roles in this film i think they may have played the dog a bit too much however still a good film to see,a very funny movie it was good to see jim carrey back in top form it was definitely worth the price of admission morgan freeman and jennifer aniston both played outstanding supporting roles in this film i think they may have played the dog a bit too much however still a good film to see,funny movie good see jim carrey back top form definitely worth price admission morgan freeman jennifer aniston played outstanding supporting roles film think may played dog bit much however still good film see,1
<START> <UNK> does it again with this hot off the streets follow up to <UNK> this entry is filled with the requisite <UNK> ray moore <UNK> humor and martial arts <UNK> <UNK> a crazy red neck sheriff in this movie that also features an infamous scene where <UNK> <UNK> down a <UNK> hill see it for laughs and for a brain <UNK> hit of <UNK> magic,does it again with this hot off the streets follow up to this entry is filled with the requisite ray moore humor and martial arts a crazy red neck sheriff in this movie that also features an infamous scene where down a hill see it for laughs and for a brain hit of magic,hot streets follow entry filled requisite ray moore humor martial arts crazy red neck sheriff movie also features infamous scene hill see laughs brain hit magic,1
<START> although too young to remember the first showing of the series being just a baby i later caught repeats of it on television in the late 80's just when i was getting interested in the war and all of its aspects it was my grandfather who first showed me the series and also gave me my first interests relating tales of his time in the royal navy at <UNK> and later in the pacific since then i have <UNK> many books and seen many television series about the world war two era with mixed opinions the british television stations are generally very good at producing these as the world at war can easily <UNK> with many gems made by both the bbc and independent companies i strongly recommend such titles as the nazis a warning from history <UNK> and the bbc series about <UNK> britain at war in colour with its companion series japan germany and america are of a very high standard the world at war is by far the best and despite its age never fails to deliver there will always be new revelations about the war that will keep <UNK> up that obviously aren't included in the series and of course world war two took place over such a large <UNK> that to produce a series with every detail would take more time and money then any other even if such an <UNK> was even possible what i feel i must say to those who <UNK> that it does not include everything is that the world at war can't physically do that as a series but it sure as heck can <UNK> you to do further research and make it enjoyable that certainly worked for me i now have a very <UNK> library of books videos dvds and tapes and <UNK> recommend to anyone with even a passing interest the series was so well made that they'd find it hard not to agree that it is quality programming and highly informative,although too young to remember the first showing of the series being just a baby i later caught repeats of it on television in the late 's just when i was getting interested in the war and all of its aspects it was my grandfather who first showed me the series and also gave me my first interests relating tales of his time in the royal navy at and later in the pacific since then i have many books and seen many television series about the world war two era with mixed opinions the british television stations are generally very good at producing these as the world at war can easily with many gems made by both the bbc and independent companies i strongly recommend such titles as the nazis a warning from history and the bbc series about britain at war in colour with its companion series japan germany and america are of a very high standard the world at war is by far the best and despite its age never fails to deliver there will always be new revelations about the war that will keep up that obviously aren't included in the series and of course world war two took place over such a large that to produce a series with every detail would take more time and money then any other even if such an was even possible what i feel i must say to those who that it does not include everything is that the world at war can't physically do that as a series but it sure as heck can you to do further research and make it enjoyable that certainly worked for me i now have a very library of books videos dvds and tapes and recommend to anyone with even a passing interest the series was so well made that they'd find it hard not to agree that it is quality programming and highly informative,although young remember first showing series baby later caught repeats television late 's getting interested war aspects grandfather first showed series also gave first interests relating tales time royal navy later pacific since many books seen many television series world war two era mixed opinions british television stations generally good producing world war easily many gems made bbc independent companies strongly recommend titles nazis warning history bbc series britain war colour companion series japan germany america high standard world war far best despite age never fails deliver always new revelations war keep obviously included series course world war two took place large produce series every detail would take time money even even possible feel must say include everything world war can't physically series sure heck research make enjoyable certainly worked library books videos dvds tapes recommend anyone even passing interest series well made find hard agree quality programming highly informative,1
<START> on assignment in <UNK> italy beautiful lip <UNK> <UNK> turner as meets older singer and prince as mr the two fall in love while enjoying the pretty italian countryside <UNK> mr is called away to his <UNK> father's death bed leaving <UNK> in the <UNK> twelve years later ms turner is a los angeles actress about to make a motion picture about falling in love with a king turner is being <UNK> by co star barry sullivan who wants to marry her then king re enters her br br mr provides a tired storyline for sex symbol turner and <UNK> bass <UNK> who appeared for several decades with the new york <UNK> opera likely earned his mgm feature film career after appearing in the hugely successful stage production of south pacific 1949 the cast album and golden some enchanted evening single sold millions supporting <UNK> main cedric <UNK> and debbie reynolds give the film a even greater sense of wasted resources br br mr 1951 don <UNK> <UNK> turner barry sullivan,on assignment in italy beautiful lip turner as meets older singer and prince as mr the two fall in love while enjoying the pretty italian countryside mr is called away to his father's death bed leaving in the twelve years later ms turner is a los angeles actress about to make a motion picture about falling in love with a king turner is being by co star barry sullivan who wants to marry her then king re enters her br br mr provides a tired storyline for sex symbol turner and bass who appeared for several decades with the new york opera likely earned his mgm feature film career after appearing in the hugely successful stage production of south pacific the cast album and golden some enchanted evening single sold millions supporting main cedric and debbie reynolds give the film a even greater sense of wasted resources br br mr don turner barry sullivan,assignment italy beautiful lip turner meets older singer prince mr two fall love enjoying pretty italian countryside mr called away father's death bed leaving twelve years later ms turner los angeles actress make motion picture falling love king turner co star barry sullivan wants marry king enters br br mr provides tired storyline sex symbol turner bass appeared several decades new york opera likely earned mgm feature film career appearing hugely successful stage production south pacific cast album golden enchanted evening single sold millions supporting main cedric debbie reynolds give film even greater sense wasted resources br br mr turner barry sullivan,0
<START> the <UNK> was by far a very pitiful film i do not use this word loosely as it honestly was a poor excuse for a movie i finished watching this feature with only one word on my mind  why honestly you could use this question at the end of every scene of this film and it would seem like it fit there were so many inconsistencies that lead to a lack of development both in the story and in the characters which ultimately lead to a very confusing film with actors walking through the motions instead of giving any explanation scenes would occur with no <UNK> understanding or drive to a complete ending it was as if i was watching several different ideas thrown together without really any resolution actors were setting events in motion that did not seem to fit their character or really were resolved this was my biggest issue with this film the complete and utter lack of structure to this film brought all <UNK> of foundation <UNK> down with a genuine <UNK> effect being felt throughout the rest of the film as a result br br let me explain myself further on this lack of <UNK> throughout the film i would <UNK> this film to a bowl of <UNK> <UNK> that had a <UNK> in it it made no sense nor was there any logic behind it all <UNK> driver was the worst <UNK> of this deed her character's lines were drawn very fuzzy and nearly transparent she would do things like talk about sex all the time with her sister but yet she seemed very open to sexual experiences all the time she has her first moment of passion in this film and there is no pain or excitement it <UNK> happens and this just didn't seem to fit the original conversation that we had at the beginning of the film with <UNK> and her sister she is a very intelligent woman that accidentally finds a solution to problem and suddenly wants full rights to his invention that was confusing and completely random is it not obvious to anyone else that her teaching methods were non existent anyone in their right mind could see that she wasn't teaching daughter anything the sudden and awkward relationship that randomly forms between driver and jonathan rhys meyers nearly had me laughing out loud i thought maybe i had discovered some magic in this film as rhys meyers literally <UNK> into the scene and suddenly caused some <UNK> drama it felt that the director or writer was thinking that the original story was going nowhere fast so by adding this random character we may be able to advance the plot a bit or confuse the lesser film <UNK> well it didn't fool me i saw that he was nearly a cut and <UNK> character used to <UNK> an already <UNK> story don't get me started on the ending which had no <UNK> to the rest of the story again using the cut and <UNK> method the writer of this film needed a way to just end the story and this was the only solution they could arrive to it is sad when actors are forced to do things out of character  but i guess that is the name of the game in hollywood fix until completely broken or at least <UNK> br br the remainder of the story was <UNK> <UNK> there were maybe a handful of neat cinematography moments where you could see that there was one <UNK> of creativity trying to peak through coupled with some bars of decent period piece music but nothing to write to grandma about more family structure with some stronger <UNK> could have <UNK> this film a bit more but as i stated before by leaving open ended scenes just lying around the entire film you will experience a crack in your foundation what may seem like a <UNK> story will eventually wear down over time and by the end of this film i felt that the house was <UNK> down on top of me <UNK> plays his normal self in this film while driver apparently did not want to get naked but everyone else had too i will have to see a doctor after those images were burned into my eyes  also she wore the same dress everyday that was disgusting and i could smell her through the television sex and dirty <UNK> now there is a great film for you there just seemed to be some potential floating around here but instead it was just rubbish nothing was answered questions seemed to fall like snow in <UNK> and mediocrity seemed to reign supreme br br overall this could have been a decent film that combined the powerful themes of science and love together but instead it was just pitiful i cannot stress enough the disturbing fact that characters were going through motions without any sort of pre explanation i don't need cinematic moments handed to me like a child but something should have been done to build a foundation just remember the <UNK> with a <UNK> <UNK> that i used if you were as confused about that as i was then you will completely understand the film the <UNK> while if you prefer <UNK> in your <UNK>  then maybe this film is for you br br grade out of,the was by far a very pitiful film i do not use this word loosely as it honestly was a poor excuse for a movie i finished watching this feature with only one word on my mind why honestly you could use this question at the end of every scene of this film and it would seem like it fit there were so many inconsistencies that lead to a lack of development both in the story and in the characters which ultimately lead to a very confusing film with actors walking through the motions instead of giving any explanation scenes would occur with no understanding or drive to a complete ending it was as if i was watching several different ideas thrown together without really any resolution actors were setting events in motion that did not seem to fit their character or really were resolved this was my biggest issue with this film the complete and utter lack of structure to this film brought all of foundation down with a genuine effect being felt throughout the rest of the film as a result br br let me explain myself further on this lack of throughout the film i would this film to a bowl of that had a in it it made no sense nor was there any logic behind it all driver was the worst of this deed her character's lines were drawn very fuzzy and nearly transparent she would do things like talk about sex all the time with her sister but yet she seemed very open to sexual experiences all the time she has her first moment of passion in this film and there is no pain or excitement it happens and this just didn't seem to fit the original conversation that we had at the beginning of the film with and her sister she is a very intelligent woman that accidentally finds a solution to problem and suddenly wants full rights to his invention that was confusing and completely random is it not obvious to anyone else that her teaching methods were non existent anyone in their right mind could see that she wasn't teaching daughter anything the sudden and awkward relationship that randomly forms between driver and jonathan rhys meyers nearly had me laughing out loud i thought maybe i had discovered some magic in this film as rhys meyers literally into the scene and suddenly caused some drama it felt that the director or writer was thinking that the original story was going nowhere fast so by adding this random character we may be able to advance the plot a bit or confuse the lesser film well it didn't fool me i saw that he was nearly a cut and character used to an already story don't get me started on the ending which had no to the rest of the story again using the cut and method the writer of this film needed a way to just end the story and this was the only solution they could arrive to it is sad when actors are forced to do things out of character but i guess that is the name of the game in hollywood fix until completely broken or at least br br the remainder of the story was there were maybe a handful of neat cinematography moments where you could see that there was one of creativity trying to peak through coupled with some bars of decent period piece music but nothing to write to grandma about more family structure with some stronger could have this film a bit more but as i stated before by leaving open ended scenes just lying around the entire film you will experience a crack in your foundation what may seem like a story will eventually wear down over time and by the end of this film i felt that the house was down on top of me plays his normal self in this film while driver apparently did not want to get naked but everyone else had too i will have to see a doctor after those images were burned into my eyes also she wore the same dress everyday that was disgusting and i could smell her through the television sex and dirty now there is a great film for you there just seemed to be some potential floating around here but instead it was just rubbish nothing was answered questions seemed to fall like snow in and mediocrity seemed to reign supreme br br overall this could have been a decent film that combined the powerful themes of science and love together but instead it was just pitiful i cannot stress enough the disturbing fact that characters were going through motions without any sort of pre explanation i don't need cinematic moments handed to me like a child but something should have been done to build a foundation just remember the with a that i used if you were as confused about that as i was then you will completely understand the film the while if you prefer in your then maybe this film is for you br br grade out of,far pitiful film use word loosely honestly poor excuse movie finished watching feature one word mind honestly could use question end every scene film would seem like fit many inconsistencies lead lack development story characters ultimately lead confusing film actors walking motions instead giving explanation scenes would occur understanding drive complete ending watching several different ideas thrown together without really resolution actors setting events motion seem fit character really resolved biggest issue film complete utter lack structure film brought foundation genuine effect felt throughout rest film result br br let explain lack throughout film would film bowl made sense logic behind driver worst deed character's lines drawn fuzzy nearly transparent would things like talk sex time sister yet seemed open sexual experiences time first moment passion film pain excitement happens seem fit original conversation beginning film sister intelligent woman accidentally finds solution problem suddenly wants full rights invention confusing completely random obvious anyone else teaching methods non existent anyone right mind could see teaching daughter anything sudden awkward relationship randomly forms driver jonathan rhys meyers nearly laughing loud thought maybe discovered magic film rhys meyers literally scene suddenly caused drama felt director writer thinking original story going nowhere fast adding random character may able advance plot bit confuse lesser film well fool saw nearly cut character used already story get started ending rest story using cut method writer film needed way end story solution could arrive sad actors forced things character guess name game hollywood fix completely broken least br br remainder story maybe handful neat cinematography moments could see one creativity trying peak coupled bars decent period piece music nothing write grandma family structure stronger could film bit stated leaving open ended scenes lying around entire film experience crack foundation may seem like story eventually wear time end film felt house top plays normal self film driver apparently want get naked everyone else see doctor images burned eyes also wore dress everyday disgusting could smell television sex dirty great film seemed potential floating around instead rubbish nothing answered questions seemed fall like snow mediocrity seemed reign supreme br br overall could decent film combined powerful themes science love together instead pitiful cannot stress enough disturbing fact characters going motions without sort pre explanation need cinematic moments handed like child something done build foundation remember used confused completely understand film prefer maybe film br br grade,0
