review,actual_sentiment,predicted_sentiment,positive_probability,correct,confidence
most movies about or set in new orleans turn out to be laughably bad and laughably inaccurate remember the savage but i'll make an exception for which almost got it right br br here's one that doesn't inevitably get it wrong the accents are not too bad yes the accent down here is way more than southern the city of is shown the way it is was without the obligatory tourist shots and they understand a good drama without trying to make everyone a quirky br br one of the few films to do justice to this city and a good film to boot,1,0,0.07205644,False,0.9279436
before george clooney directed sam in his directorial debut of a dangerous mind they starred together in this movie george clooney also was involved with this movie as a producer along with steven soderbergh which shows that they really believed in this project in potential this also seems like a fine and entertaining project that is in the same line with movie remakes such as eleven and the italian job but somehow this movie is only successful or at least it isn't as good as it could had been br br the movie its characters are all being played by some fine well known actors but a shame is that the characters are not really given enough room to develop even though in their potential they could had turned into fun and enjoyable characters they are now only characters that mildly entertain because mostly of some of the more quirky sequences that are in the movie the fact that they are being played doesn't change much to this even though they prevent their characters from ever becoming a total bore or perhaps even annoying or anything like that at all br br it's of course due to the writing that the characters aren't used to their full potential i can only assume that the original italian movie i works out much better than this movie does the movie relies too much on its simple story and predictable way of storytelling br br nevertheless the movie is simply still a very fun one to watch maybe because of that very same simplicity it's an harmless little caper movie in which you simply shouldn't to worry much about the story in that regard welcome to is still a movie that works out and simply serves its purpose well br br it's a movie that you won't regret watching once you've finished it but it also is a movie you can really easily do without ever seeing br br,1,0,0.072484754,False,0.92751527
i hadn't seen this in many years the acting was so good as i began this time i thought great another movie i as a foolish young man but then the theme started to be clear and i felt the same way br br this was hollywood the seat of so the concept shouldn't be a surprise but it is so condescending a concept i feel as if i need to take a shower after watching it in brief it tells us that even physically ugly people can seem beautiful to each other and even feel attractive br br dorothy is likable as the heroine she seems to have been filmed wearing minimal make up robert young is injured in the war and feels his parents can't bear to look at him either he seems to have all his and in part the notions of are br br herbert marshall is on hand as a blind his character speaks is tones and is br br the best performance is given by mildred as the owner of the title she is bitter and but not made of ice her story is much more interesting and believable than that of and young,0,1,0.92636275,False,0.92636275
this makes the third errol morris movie i've seen and i'm increasingly not liking his style he seems to find very interesting and varied characters great personalities to create documentaries for and then with tongue in cheek editing make fun of everything they are about it's never really a direct of them and morris seems most of the time to be saying but no no these people are really fascinating really but there's always these subtle little angles and not so subtle editing techniques that show that morris seems to be mocking them behind their back br br this movie tracks four people who break the traditional boundaries of a man who studies african to find that they are amazingly like a lion a man who keeps a garden full of animal shaped and a robot designer the general theme of the film seems to around the question of what animal human and life features so the title of fast cheap out of control doesn't really seem to mean anything in terms of the movie right except of course morris seems just a little disturbed by these passions he might call them making designs on life i share not that fear and honestly don't appreciate some of the connections morris makes in the film br br but i stress his subtlety with no voice over narration and leaving the words entirely to the it's not as if morris ever pounds that anxiety onto the collective head instead he mixes circus footage and footage together often at times when they're taken out of the context of the circus and the ants showing a sort of collective absurdity behind what all of these people are talking about i don't find them absurd i find them all very neat and interesting individuals br br unless of course he didn't intend such which means he's just a bad instead of a silent considering none of this films i've seen so far have particularly impressed me i don't really care to find out what he's trying to do br br,0,1,0.9259782,False,0.9259782
i seeing this movie having really enjoyed the original what a disappointment catherine zeta jones is a good actress but this wasn't her film the original had poignant moments perfectly with an incredible soundtrack no felt like it never connected the food the characters nothing felt passionate in mostly martha the food came alive every scene was filmed in such a way you could taste it with your eyes the the the food in was in the background rarely did we get a of the the characters were not real enough to carry the movie without it it was hard finishing the movie many of the scenes felt awkward see the original it's a truly enjoyable movie the soundtrack incredible,0,1,0.924429,False,0.924429
i was stunned by this film afterwards i didn't even want to see any films for a long time any other film would be so unsatisfying by comparison br br for many it may be the worst of antonioni very slow without an engaging conventional story line of human emotions and interactions and the worst of confused it is composed of short distinct episodes linked by typical meandering hero's stream of consciousness so it doesn't produce the temporary oblivion of cinema br br but for fans the worst is the best and the disjointed story line is a single poetic image that stretches across the film and antonioni create a between their segments that seeks out the heart of things br br,1,0,0.07788384,False,0.92211616
greedy land baron in the tiny western town of city wants all the off their land using tactics and to get them to seems the town is swimming oil and when a swedish farmer refuses to leave he's down by the hired gun the son soon arrives slowly realizing what he's up against and attempting to the rest of the residents to fight another in the west story with everybody under the thumb of the villain who naturally holds all the cards derivative and uncomfortable at times to watch with a long wait before our stoic hero finally gets his up sterling half hearted swedish accent is a big problem though he cuts a sympathetic presence on the screen and almost makes the picture worth watching director joseph h lewis stages most of the scenes like a tv western and heavy score is no help though the rich black and white cinematography by ray is excellent an independent production released via united artists the film has a bizarre beginning with shots from the finale followed by shots from the movie's yet it does have a certain power which most gets the viewer on side from,0,1,0.92028123,False,0.92028123
okay if this film had been made much later in the history of cinema it wouldn't be particularly worthwhile however in films were in their and they were almost all rather dull and had no real story to tell instead just showing normal everyday folks doing everyday activities if seen today almost all of them are hopelessly dull and very very short often less than one minute long and so in light of this this short clip of a movie is pretty stuff and might just make you laugh two guys a miller and a into each other falling and throwing and coal dust all over each other as they that's all the film is over before you know it,1,0,0.0802112,False,0.9197888
this film with fine production values features secrets and how friends use each other henry may long is a very well acted lit depressing turn of the century period piece about a friendship between a ill man and a melancholy talky drawing room dramas are not my cup of tea and all the crying wears thin recommended if you like independent intellectual slow paced type features br br i suspected that the main characters were in love but their connection was so it didn't really have the emotional impact of mountain ' it features some good writing with a scene discussing how to disappear in life but it is truly a dark and depressing film,0,1,0.9191479,False,0.9191479
is an australian comedy drama set in the world war japanese prisoner of war camp of that name the story cuts between past events and the present day when the aged veterans plan a reunion this is a much and controversial miniseries here in australia the budget ran over million dollars historians and veterans it's authenticity and critics the uneasy mix of comedy and drama shades of pearl harbor series writer john doyle half of the successful roy h g comedy team has tried to defend himself with comments about the characters are of actual people the troops used comedy to cope with the situation it's only based on actual events one of our actors was actually there etc i don't have a problem with any of these points many superb fictional and factual dramas have come out of the japanese p o w camp experience king rat merry christmas mr lawrence bridge on the river paradise road empire of the sun blood and a town like alice black comedy has often been used successfully in p o w dramas life is beautiful the great escape seven the story and even heroes so why is a monumental failure the acting in is uniformly excellent the music and cinematography is good it is the writing and direction that have let it down every scene seemed to give me waves of when anthony hayes is made to stand in the blazing sun i thought didn't i see alec guinness do this in bridge on the river the sudden flashes into surreal song dance brought back dennis singing detective but without the this happened so often it of lazy writing by cut and rather than homage the constant between the past and present stories left me unable to concentrate on either flash forward and flash back can be a useful tool here it left me from characters where intensity was called for the is overdone every conversation seemed to include stone the bloody such that i was saying i get the point i know they're cultural stereotyping extended to the british and japanese too sadistic young japanese officer uptight british officer japanese fun loving etc i thought i was watching heroes on the river after episodes i'm out,0,1,0.91806215,False,0.91806215
this film sat on my for weeks before i watched it i a self indulgent flick about relationships gone bad i was wrong this was an engrossing into the screwed up of new br br the format is the same as max la based on a play by arthur who is given an inspired by credit it starts from one person a prostitute standing on a street corner in brooklyn she is picked up by a home who has sex with her on the hood of a car but can't come he refuses to pay her when he's off she answers his cell phone and takes a message she runs away with his keys br br then the story switches to the who pays a professional call on a rich bored new york woman who plays with him until he is then she pulls away she tells him how desperate and unhappy she is he tells her how beautiful she is and lucky as he is leaving she asks if he would have sex with her she sits on top of him up and down this time he comes the he leaves br br the woman and her husband throw a dinner party for their trendy friends robert is talking business wife ellen is bored and switches the subject to sex and how often men and women think about it husband switches conversation to desert later after the guests leave ellen tries to robert into sex robert wants none of it and puts on a jazz record ellen turns on the radio robert turns up the music ellen turns on the tv robert turns on another tv ensues ellen goes up on the roof robert joins her ellen that she needs to experience more men men other than robert robert says that he too needs to experience men br br we next follow robert as he visits an artist martin played by steve i wish could have more roles like this where he is a sexy smart totally guy robert work much more than it deserves promises to get it into a show martin is excited until it turns out that robert is speaking out of his it is all a dance robert tries to kiss martin on the lips and martin pulls back saying that he is not gay robert that he's not gay either martin both admit that the are bad robert is about to leave when martin allows robert to kiss him they make out and robert goes down on martin br br next we follow martin as he for an art show at a manhattan gallery he is smitten by the anna played by rosario dawson i had to cut some of this review to keep it under words and they make love to each other br br we next follow anna who is sitting at a lunch stand her boyfriend nick adrian enters bearing flowers she is cold toward him he tries to figure out why he out of her the information that she has had sex with someone while he was in san francisco she out of him the fact that he has stayed with his ex while in san francisco and had sex with her the latter revelation turns out to be a lie the two of them make out in the but she decides that they must break up nick is br br and we follow nick who his troubles to an older woman who he meets on a park joey carol kane joey is sort of weird and child like but is a good audience for nick who needs a sympathetic ear the two of them go to island at night and look at the stars nick falls under spell despite the age difference between them they go back to apartment and nick gradually realizes that he is about to have sex with a crazy old woman she is on top of him doesn't want to let him go but he manages to escape br br this is by the way the best carol kane role since she played wife in taxi phone rings and it is a man calling the psychic friends network and joey is one of the psychic friends although she is still hurting from nick she gradually gets into her psychic the man is at his office late at night and wants to have phone sex with her although that is not business joey goes along and the man to come she wants to keep talking although the man want to get off the phone and finds out that he has a lot of money from his company and will be found out tomorrow his life is ruined joey realizes that the man is going to commit suicide and she tries to make him believe that she is his friend that she cares about him and she does care about him br br but the man packs a gun into his and goes off to seek a prostitute on the brooklyn and we come back to the beginning to the same prostitute who started out la she wants to give him in cash if she will kill him he tried to kill himself but couldn't do it the prostitute does not want to do it but he insists holding her hand holding the gun inside his mouth telling her where to aim eventually the gun goes off and we see the prostitute walking down the street and arriving at the corner where she normally does business the who didn't pay her earlier in the movie drives up rolls down the window they look at each other the end,1,0,0.08288829,False,0.9171117
check out the two who review these guys are old school hollywood and a hit on youtube they always give an insightful and fun review they have movie comparisons that are really interesting and they have a banter back and forth that is endlessly entertaining they know movies they have been in the for practically a century is a well known screenwriter and is a famous producer all of their insight on movies always leaves you with something to think about see what they think about latest br br http www youtube com watch v,0,1,0.9165215,False,0.9165215
i can't really the movie because it does work there is enough film noir elements to consider it a noir movie but i think it's only just in the category br br there's nothing sinister in this piece and that's where the noir elements fail sure the disease might be considered sinister but i have a hard time seeing that the movie hints at a darker side may be human beings the new orleans police are only too willing to arrest a reporter the of the plague hangs over all of the people in the movie but those are really only hints br br there's no attempt made to question motivations as one with do with or spade nor is there any attempt to bring a humans side to which would make him even more if the human was actually played out br br that lack of depth is what fails the movie in the end br br the story is decent the acting is good the writing and direction are well done but there is nothing to make this a movie you should return to over and over worth watching once maybe twice if you don't remember it from years ago and then putting away,1,0,0.08363692,False,0.91636306
first off i want to say most of the people who give this a poor review don't like this kind of comedy the movie is great if you have an open mind and aren't afraid to laugh at some stupid things br br this movie is shot just like the tv show with a lot of short clips into one long movie some of the scenes don't even have dialog someone will just come out and do something unexpected and it is funny the only negative i had is i felt like i wasted money on my popcorn and there was no way i could eat or drink anything during this movie i was constantly laughing i was honestly nervous of drinking some and seeing something that caused me to laugh and shoot it everywhere br br if you don't mind some male nudity and you enjoy jackass the movie jackass the tv show and la then for your sake go see this movie br br and if you don't like the first movie or the tv show don't see it and if you do see it don't post a bad review about it hardcore christians who see this and bash it just doesn't seem right to me,1,0,0.08687123,False,0.9131288
debbie reynolds toe and yes tap dances her way through this ordinary thriller which has a distinctly atmosphere two ladies brought together when their sons commit a murder try starting their lives over by running a tap dance school for in hollywood trouble is one of them is plagued by can you imagine this thing years earlier with robert directing bette davis and joan crawford bette never would have allowed joan so much screen time to her stuff and i can't imagine bette davis in the other role tap dancing her heart out this is a purely bogus piece of macabre written by a henry farrell whose idea of a good shock is to stage the mass murder of a group of not an ounce of honest fun in the whole tepid package from,0,1,0.9110251,False,0.9110251
who in india is often compared with prominent world film makers and is regarded a genius in film making has yet again proved that he can only make the frames look visually good without offering much food for thought forget about pure cinematic pleasure that can be derived from cinema as a very old form of art br br while i would not like to claim and portray myself as someone who has seen all the beautiful movies made around the world still any thoughtful and a bit educated film goer can identify that his films do not contain innovative plots does not contain lingering effects afterward and mostly contain ridiculous ending and a lot of melodrama seen in indian movies br br overall has successfully confirmed my for his films once again br br sorry for those who on this board were claiming otherwise my suggestion to you watch some beautiful cinemas made around the globe,0,1,0.90943146,False,0.90943146
i guess i do not have too much to add i found the comedy to still be funny after more than ten years since it came out br br the one thing that i did notice was the music during the dialogue to be distracting and often made the movie very hook than it should have been the use of songs is fine during the movie but the background is too busy too contrived and if the movie was ever to be edited for dvd i would seriously recommend that the background music be toned down to an almost level it has the overall feel for the whole film and i can see why a lot of people have passed it up br br the film had a lot of levels working for it on the script plot and comedy level it is too bad that the producer and director felt they needed the musical schlock to enhance the mood now knowing this i find it hard to watch and i quietly curse whoever was involved with the musical editing in the film it had all the subtlety of a,1,0,0.09113897,False,0.90886104
if you can stomach the this movie should make you laugh out loud several times it did for me at least i'll only mention one of my favorite elements the underwater shots of the fish swimming the sound which those shots is great too br br one last note william is actually a pretty decent actor i hope he gets another day in the sun watching him as the greatest american hero was a fun part of my childhood a couple of decades ago and he hasn't been very visible since he seemed kind of depressed in this movie somebody give him a fun job on a good show or something,0,1,0.9082923,False,0.9082923
a death at a college campus appears to be a suicide but is actually a cover for murder the dead man's roommate finds himself in a mystery as he tries to the truth behind the young man's murder twists and turns as well as some false leads makes this a tough case for our hero to solve let alone keep out of the of the killer according to the dvd synopsis br br the stars may be bigger than the movie handsome charles as ken harris who has a small scene became one of the top western stars of the forties in the return of the kid the man playing his father robert as joseph harris was one of the most respected actors of the teens beginning with his performance in jimmy valentine watch out for red herrings br br a shot in the dark charles charles robert james bush,0,1,0.90798014,False,0.90798014
even though he only made his debut film in australia and left for great britain and then america to continue his career will tell you that the greatest film star they ever produced was errol flynn i'm not sure he ever even went back to australia after his success in captain blood still i this film to the well known aussie for the reputation of one of their own br br part of the problem in telling errol life story was that he told enough tall tales in his life right up to the very end in his my wicked wicked ways i could see that a lot of the film was based on that and upon reading between the lines of that book br br his mother's infidelity to his father was not written but could have been in reading my wicked wicked ways he didn't particularly like the woman that is clear from a few sources br br i wish the film had dealt more with his new guinea adventures that to me was the most interesting part of my wicked wicked ways as for his street fighting in the depression i tend to that even if he had been successful at it i guarantee that enough of that would have ruined his looks and he would never have had a career as a leading man br br still the folks down under seem to think the atmosphere of sydney during the depression was captured well and guy is a charismatic errol flynn american audiences know him best as the uptight but honest lieutenant in la which came out the same year as flynn br br but la was a far better film,0,1,0.9068785,False,0.9068785
let's suspend belief for a moment and let's stop pretending we could might or ought know how it is or ought to be there in space human knowledge in that area is probably primitive as say middle ages are compared to today's satellite so we really have no clue considering this is just a bbc tv it gets much better than many big budget hollywood blockbusters and that is just incredible all in all a show worth watching as it portrays the cgi enhanced and account of what we know of the system this far probably and cgi ing the whole thing is the only way to make it to a large public ever watched clips from real space missions and real space the quality is generally average to poor and the comparison would be between looking at a chest x ray and what it tells about the human body and compare it with a cgi ed cyborg movie which one would be most entertaining yet the chest x ray is real while the cyborg flick is just actors do a good job none i'll tell my about but very fair for it being a bbc,1,0,0.093242705,False,0.9067573
it's hard to imagine a director capable of such crap as pulling off something as sensitive and as attractive as this but well here's the evidence and it's quite compelling several have to tv drama and yes this does have a seventies play for today feel at times but is always a cut above mainly i think to some quite acting from anne reid and to a fine script which shadow boxes with clich without ever getting one on the nose except maybe right at the end i didn't like either the tracking shot of indifferent through the nor the oh what a beautiful morning final scene she deserved a more studied finale than that i think after all that hard work the business was a bit too on reflection br br what i mean about avoiding clich well i for one had a sinking expectation that the mature man daughter tries to set her up with would be cast in as a repulsive old bore so as to point the contrast more painfully with the attractive young he is competing with instead we get an unexpectedly subtle and sympathetic cameo of a lonely clumsy not entirely unlikeable and very human fellow who nevertheless doesn't have much of a clue about entertaining a woman it was around that point i started to sit up and pay more attention here was a script that let the actors breathe and do something interesting with fairly minor parts almost mike leigh in that respect minus the contrived that the latter inexplicably goes in for br br and of course i was as everyone probably was by what anne reid does with her character and with her body she's not the repressed housewife discovering herself for the first time this is far too simplistic for the character we have again and again there are to her having been a bad housewife not to mention that thing she does with trying to look and and only in looking awkward the daughter her of having sat in front of the tv all day instead of well whatever her duties might be presumed to have been she has no answer she never was a model wife and mother at least not to herself that's where a lot of the comes from the sense of someone having wasted a life trying to a role she simply wasn't good at ever,1,0,0.09379315,False,0.90620685
telly as frank cooper is a us mexico border cop he serves as a father figure to young immigrant danny de la paz as benny romero who wants mr to be best man at his impending wedding is tough but boss eddie albert as commander may be tough is what you need to stop michael v as may be in br br if you find the possibility of hearing and oliver douglas to be repulsive you ought to steer clear of the border if not you may not have the stomach for the realistic cow scene although it doesn't end up being worth much mr de la paz and as steal the show br br the border tony richardson telly danny de la paz eddie albert,0,1,0.9057172,False,0.9057172
the film is somewhat entertaining but the greatest feature is laughable performance it has been years since this movie was released and hopefully harlow has gone through more training perhaps she should stick to the more somewhat characters that she has generated in other performances,0,1,0.9028508,False,0.9028508
five years after the us civil war western folk are more concerned with the age old war between and cattle the herd their from texas to the trail town of kansas there the find not only big money but also big confrontation with tall in the randolph scott as dan mitchell tries to keep peace in the town mr scott has experience between trail hands and saloon he also the town's finest looking women sexy saloon singer ann as rita and pretty church lady as county sheriff edgar as bravo offers more comic relief than sharp shooting assistance br br town begins with some promising symbolism and contrast scott and ms singing a in church then the camera switches to ms singing her saloon number which causes a man to fire his gun in pleasure after that it really becomes quite a standard western it is somehow than it should be but not quite awful young lloyd bridges appears as one of the costume is the film's greatest asset in it she is a real br br town l randolph scott ann edgar,0,1,0.9022994,False,0.9022994
i totally got drawn into this and couldn't wait for each episode the acting brought to life how emotional a missing person in the family must be together with the effects it would have on those closest the only problem we as a family had was how quickly it was all at the end we couldn't hear clearly what was said and have no idea what part in the whole thing was why did kyle phone him and why did he go along with it having invested in a series for five hours we felt cheated that only five minutes was kept back for the conclusion i have asked around and none of my friends who watched it were any the either very strange but maybe we missed something crucial,1,0,0.09912204,False,0.90087795
i used to love the muppets the muppet movie the great muppet caper and the muppets take manhattan were good family movies cleverly written and fun to watch i never thought i would see the day when they would jump on the hollywood sleaze but here it is as a rave dancer making and suggestive comments every five minutes this is not your father's muppets it's not jim muppets anymore either br br this it's a wonderful life themed movie has its moments but not enough to save it i while watching this with my children i still have hope for their next movie but this one was certainly a disappointment,0,1,0.90055674,False,0.90055674
i find myself that people are not so critical of a work that deserves criticism the many similarities both and literally with aside the deliberately chooses the easy path by putting audience before art and therefore denying the world a intelligent and creative work br br now consider the following is it not possible that the real story of the creation of the may actually be an engaging and powerful story itself and equally so in a dramatic telling was completely deaf by the writing of the isn't that more interesting how was the wouldn't it be great to know so ask yourself what possible motivation could a filmmaker have for introducing a woman as the if there was a he would certainly be a man what was his story please try to be a little critical here even if you like the invention of a woman composer br br fantasy should be much more than a of reality to serve a writers purpose for those who find themselves comparing and the invention of anna with the invention of claim to have murdered in consider that he to a priest in a lunatic asylum uses this device to great affect in the film may have worked if anna was a of imagination but we are meant to believe she is yes and that was by aliens br br most of the positive reviews i've read here so far are often expressions of a desire for the film to be good almost a deliberate remembering the film for what you wish it to be rather than what it is br br for those who believe that fantasy the means then consider you are not only accepting an inferior interpretation of real events but also the truth for the sake of a br br finally a short note on the acting here that may surprise some of you ed harris is not good as van does that shock you he looks awkward throughout the film much like an actor dressed up but off set and standing at the table most of his lines are said as rather than replies to anna lines i e he is not listening to the actor he is quite clearly an actor as the character rather than being the character br br really how many times does have to roll in his grave before we get it right just ask yourself would,0,1,0.89947987,False,0.89947987
i saw arthur the tv series and the books years ago and never was fond of the show very much if you're a fan of this cartoon sorry if i'm spoiling it for you but this is actually what i think lots of people liked it but i didn't br br the school kids characters seemed to fought all the time especially and they were nice to each other frequently but gradually i got tired of complaining attitude towards everyone and his sister however the name was spelled and was an or add like year old sister of arthur who was sometimes demanding which could be why arthur got annoyed with what her routines were like her imaginary friend and her stuffed animal collection etc friends acted like teenagers instead of what they were like in the arthur books and the parents well they didn't care very much br br the greatest cartoon was modern life not arthur no offense,0,1,0.89832026,False,0.89832026
this is the only movie i have ever seen that has me to write a critique on any internet site and that is a significant statement from someone who likes the attack of the monsters this movie is perfect for anyone who wants an movie it is devoid of sex and violence for example i believe that this movie is safe for children of all ages this movie is perfect for anyone who does not want to be entertained challenged or in any way adults could easily catch up on their sleep in front of the tv while the kids watch this movie don't be surprise however if you to find the kids have turned the tv off and started a board game as an adult who enjoys being entertained who enjoys everything from the mundane to the fantastic in realism drama comedy and action all of those adult things that reflect real life on earth and or the imagination this movie has nothing to offer,0,1,0.89719933,False,0.89719933
i hate reading reviews that say something like waste your time this film stinks on ice ' it does to that reviewer yet for me it may have some sort of charm if you like the other series films this one will be watchable if you like s films this one will be watchable br br this film is not as good in my opinion as any of the earlier series entries which starred richard as the protagonist it's much slower and the plot is trite you've seen this same narrative device used in many other films and usually better br br but the acting is good and so is the lighting and the dialog it's just lacking in energy and you'll likely figure out exactly what's going on and how it's all going to come out in the end not more than a quarter of the way through br br the series is semi noir and there character mood lighting camera movement and angles are more important than the story itself but this film is not noir it's too light weight and hollywood innocent for that neither richard character nor those of any of his ladies in the previous films had to come to a good end you just never knew until the end br br but still i'll recommend this one for at least a single viewing i've watched it at least twice myself and got a reasonable amount of enjoyment out of it both times,1,0,0.10289663,False,0.89710337
i was forced to see this because a i have an year old girl and b we had shown her the drew movies from the s which she thoroughly enjoyed personally i didn't think it was as humorous as the s flicks but on the other hand it wasn't the nauseating piece of intelligence insulting fluff i feared it would be it was an mildly entertaining movie although i'm pleased that they didn't try to nancy to st century mars holds the title as the modern nancy drew i do think that they made her a little too bland that they didn't do enough to develop nancy drew the movie could have been titled jane girl detective i have to blame the script i think each actor did a good job with what they had to work with i liked emma roberts in this role but they gave her a made for tv not theatrical release script,1,0,0.10371291,False,0.8962871
i watched this film on the hallmark channel recently in my opinion the film started out decent enough but eventually got sour br br the story a u s soldier in afghanistan receives one of the christmas cards that a woman back in the u s has sent out to troops for christmas he becomes so inspired by the christmas card that he feels it has given him a ray of hope and happiness in his life a motivation to continue on when he is given leave he goes to the very town that the woman lives in he comes across and young woman and eventually finds out that she is the one that sent the christmas card he meets the family and after saving her dad a vietnam war veteran from getting hit by a car whilst crossing the street the family decides to take him in for a while we learn that he doesn't have a family back home the soldier agrees to help out the family during the christmas season by working with them at their company the family comes to love him and vice versa the soldier also becomes in love with the family's daughter the woman that sent the christmas card there's only one problem she already has a serious relationship with a man that she's in love with it's also a long distance relationship the boyfriend is very different from the soldier he prefers wine and to france over hard labor and the great the woman prefers the latter throughout the rest of the film there is a love triangle as the woman's boyfriend is back in town visiting her for the season everyone in the family seems to want the daughter to be with the soldier and the mom basically wants what's best for her daughter spoiler alert the woman comes to like the soldier more and more as they have a lot in common they happen to spend a lot of time together she gradually becomes attracted to his persona then one day he kisses her and and she kisses him back now she's so confused she's in love with her boyfriend and wants to marry him someday but she's become so fond of the soldier soon enough the boyfriend who doesn't know about the kiss but is very protective of the woman and thinks the soldier has been trying to move in on her decides to to the woman and she accepts his plans for their marriage however are not plans that she wants she wants to be at home have kids and be close to her family he wants to travel the world go to exotic places and if they have kids he wants to take them along this doesn't sound too thrilling for the woman however the soldier feels bad about what he's done and doesn't want to make things worse so he decides to leave town despite the him to stay and be with his daughter it all comes to a head when at the christmas eve service with church we find out that the soldier hasn't left yet the boyfriend and the woman speak to each other outside and he broken hearted basically decides to let her go and breaks up with her the film ends with the woman and the soldier getting together br br things i like i like the soldier throughout much of the film he's basically nice and polite with a strong sense of doing good for others there are moments in which the family is going with church and in causes the family hold hands and pray during an evening meal at the table the dad and mom have a long lasting and evidently healthy marriage the soldier tries to do the right thing in a situation after he did something very wrong br br things i don't like there is a very typical love triangle story in this film the soldier turns sour as he slowly and subtly moves in on the woman and then eventually kisses her when she already has a boyfriend most of the family practically this behavior the family goes with church and in services yet this is how they act there is some bad language br br conclusion i became disappointed as the film ran on and it got worse and worse i ended up fast the very end of the film because i had enough so the film started out decent with some few gem moments but ended up ruining itself therefore i don't recommend this film to anyone,0,1,0.8912592,False,0.8912592
yes the plot is hardly plausible and very thin yes the acting does range from average to laughable yes it has been done so many times before however what we are dealing with is a film that does not shy away from these facts and pretends to be nothing more than it is there are indeed some original death scenes and the tension does increase throughout the movie in addition you are never more than a few minutes away from a gory killing i urge everyone to watch this film with an eye and see it for what it set out to be a scary funny slasher flick with a theme tune second to none,1,0,0.1100632,False,0.8899368
once you can get over cage playing an italian soldier who loves opera and believes in making love not war you can get down to enjoying this beautiful looking film this could be used as an for in the john hurt is great and penelope isn't bad as you might expect christian character is somewhat one dimensional which is a shame br br the main of this film is the adaptation from the book having been told subsequently the differences between the book and film plots i feel cheated out of a much better and more convincing storyline,1,0,0.11056534,False,0.88943464
anyone who visited drive ins in the s s and s must have seen a film or two by american international pictures a that s giant cannon films wherever movie goers would be right there to supply the latest en titles in the s came horror movies like and 'the undead ' in the s were frankie beach comedies and biker flicks like 'the glory ' and into the s out level trash like girls' and hill ' br br ' released in is one of the more efforts that capture the true spirit of drive in film making it is one of those uneven over the top flicks that satisfied the for entertainment and common sense be damned on the whole is typical for its era entertaining and worth a couple of hours but certainly not memorable heavy on action and short on both acting and historical fact was a fair effort by screenwriter director john but certainly left room for improvement in his extensive career br br the minute epic for scope follows the quest of fbi chief played by academy award winner ben johnson was the investigator who sought revenge for four fbi agents killed in a kansas city that helped gangster frank to escape justice at large were the men who supposedly plotted that including expert john dillinger warren pretty boy steve and psychopath baby face nelson richard dreyfuss dillinger eventually joined forces with and nelson taking along homer van harry dean and harry geoffrey lewis he also hooked up with michelle phillips a prostitute of french and indian while taking place over several months in is basically a chase film with looking to run down and kill off the men wanted by j edgar hoover br br has a documentary feel listing dates and places while johnson supplies loose narrative as keeps an honest depression look using authentic fashion cars weapons and buildings he also around black and white photography and stock footage of gangster the film is never boring moving at a quick if pace the action scenes are edited competently by fred jr in his last professional effort thousands of blank rounds must have been used to make this film not to mention pounds of this film is certainly not for the with people getting shot and dropping dead all over the place the violence while gratuitous brings some understanding of the mayhem that organized crime dumped on american life br br this film never its exploitation status however because the needed writing just isn't there john somewhat overrated as a filmmaker places way too much emphasis on action the action scenes mostly blood filled are impressive and comparable with any major crime film of its era including and clyde ' but we simply don't get to know much about dillinger and his gang members as people the vital relationship that develops between dillinger and is barely touched upon with the pair meeting in a bar during one scene and as lovers just ten minutes afterward also seems to wander in and out of the storyline becoming a prominent figure only when needs to keep the film from all too often the film takes on a shoot 'em up persona when its characters could have been explored in detail br br aside from this the main crime is ignorance of historical fact while many say that is just a film it's films such as this one that create and make them permanent those with knowledge of gangster history will point out that john dillinger was not the last of his ring to die as screenplay and the film's documentary style encourage us to believe in fact dillinger died before baby face nelson and homer van he also was said not to be carrying a gun on the night of his death nor did he have in while these inaccuracies might make for high drama there is no reason why couldn't have stayed with the facts and written a great story around them br br warren performance as dillinger is quite good although he sometimes looks unconvincing is humorous and nicely portrays how dillinger became consumed by his larger than life image in the american press however we never really feel the menace he in his lifetime ben johnson gives some life to suave but rather flat michelle phillips brings emotion to the character and it's really too bad that screenplay didn't flesh out her relationship with dillinger we never learn what drew her to a cold blooded killer other than the stereotype of an easy going girl who is attracted to men of danger the supporting roles with dreyfuss lewis and a briefly appearing are acceptable for such talent br br as a piece of s exploitation appears doomed to bargain which is exactly where i picked up dvd release for the film is nicely presented in widescreen a must for drive in flicks with subtitles in french and spanish theatrical trailer is as a lone extra largely forgotten except by gangster movie fans and drive in the film doesn't really call for much else in way of material for fans of the genre it's certainly worth checking out br br out of br br reviewer www com paul,0,1,0.8890395,False,0.8890395
